transaction_id,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,periodo,temporada
83949,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,Tarde,Primavera
83950,1,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
83951,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tarde,Primavera
83952,2,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tarde,Primavera
83953,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,Tarde,Primavera
83954,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Primavera
83955,1,3,Astoria,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tarde,Primavera
83956,1,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
83957,2,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Primavera
83958,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
83959,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Primavera
83960,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
83961,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
83962,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Tarde,Primavera
83963,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tarde,Primavera
83964,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
83965,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
83966,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Primavera
83967,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
83968,1,5,Lower Manhattan,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Primavera
83969,2,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Primavera
83970,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
83971,2,3,Astoria,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Primavera
83972,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
83973,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tarde,Primavera
83974,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,Tarde,Primavera
83975,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tarde,Primavera
83976,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
83977,2,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tarde,Primavera
83978,1,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tarde,Primavera
83979,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Primavera
83980,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
83981,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Primavera
83982,1,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tarde,Primavera
83983,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
83984,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tarde,Primavera
83985,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
83986,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
83987,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
83988,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
83989,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tarde,Primavera
83990,1,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Tarde,Primavera
83991,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Primavera
83992,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
83993,2,3,Astoria,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Tarde,Primavera
83994,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
83995,2,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Primavera
83996,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
83997,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
83998,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Tarde,Primavera
83999,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tarde,Primavera
84000,1,3,Astoria,38,3.75,Coffee,Barista Espresso,Latte,Tarde,Primavera
84001,1,3,Astoria,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
84002,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Tarde,Primavera
84003,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,Tarde,Primavera
84004,1,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
84005,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Primavera
84006,2,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
84007,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,Tarde,Primavera
84008,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
84009,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Tarde,Primavera
84010,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
84011,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Tarde,Primavera
84012,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
84013,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Tarde,Primavera
84014,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
84015,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
84016,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tarde,Primavera
84017,2,8,Hell's Kitchen,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Tarde,Primavera
84018,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
84019,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
84020,2,8,Hell's Kitchen,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
84021,2,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Primavera
84022,1,8,Hell's Kitchen,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
84023,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tarde,Primavera
84024,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
84025,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tarde,Primavera
84026,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
84027,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Primavera
84028,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
84029,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
84030,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
84031,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
84032,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
84033,2,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Tarde,Primavera
84034,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
84035,1,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tarde,Primavera
84036,2,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Tarde,Primavera
84037,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tarde,Primavera
84038,1,8,Hell's Kitchen,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Tarde,Primavera
84039,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Primavera
84040,1,3,Astoria,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tarde,Primavera
84041,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
84042,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
84043,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
84044,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
84045,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Primavera
84046,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Primavera
84047,1,3,Astoria,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Primavera
84048,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
84049,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
84050,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tarde,Primavera
84051,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
84052,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tarde,Primavera
84053,2,5,Lower Manhattan,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tarde,Primavera
84054,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Tarde,Primavera
84055,2,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
84056,1,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
84057,1,8,Hell's Kitchen,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Tarde,Primavera
84058,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
84059,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tarde,Primavera
84060,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Primavera
84061,2,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
84062,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Tarde,Primavera
84063,1,8,Hell's Kitchen,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
84064,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tarde,Primavera
84065,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
84066,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tarde,Primavera
84067,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tarde,Primavera
84068,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
84069,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
84070,2,3,Astoria,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
84071,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
84072,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
84073,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Primavera
84074,1,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Tarde,Primavera
84075,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
84076,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tarde,Primavera
84077,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Primavera
84078,2,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Primavera
84079,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tarde,Primavera
84080,2,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,Tarde,Primavera
84081,2,5,Lower Manhattan,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
84082,2,3,Astoria,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Tarde,Primavera
84083,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tarde,Primavera
84084,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tarde,Primavera
84085,2,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
84086,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
84087,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
84088,1,5,Lower Manhattan,71,3.75,Bakery,Pastry,Chocolate Croissant,Tarde,Primavera
84089,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
84090,1,3,Astoria,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Tarde,Primavera
84091,2,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
84092,2,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
84093,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tarde,Primavera
84094,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Tarde,Primavera
84095,1,3,Astoria,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
84096,2,5,Lower Manhattan,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Tarde,Primavera
84097,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
84098,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
84099,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,Tarde,Primavera
84100,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tarde,Primavera
84101,1,3,Astoria,77,3.0,Bakery,Scone,Oatmeal Scone,Tarde,Primavera
84102,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,Tarde,Primavera
84103,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
84104,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
84105,1,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
84106,2,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tarde,Primavera
84107,1,8,Hell's Kitchen,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
84108,2,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
84109,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
84110,1,5,Lower Manhattan,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
84111,2,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
84112,2,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
84113,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
84114,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
84115,2,5,Lower Manhattan,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,Tarde,Primavera
84116,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
84117,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
84118,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tarde,Primavera
84119,1,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tarde,Primavera
84120,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
84121,1,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Primavera
84122,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Primavera
84123,1,3,Astoria,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
84124,2,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
84125,2,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,Tarde,Primavera
84126,1,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Primavera
84127,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,Tarde,Primavera
84128,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tarde,Primavera
84129,2,8,Hell's Kitchen,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,Tarde,Primavera
84130,2,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,Tarde,Primavera
84131,1,5,Lower Manhattan,28,2.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Tarde,Primavera
84132,2,8,Hell's Kitchen,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Tarde,Primavera
84133,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
84134,2,5,Lower Manhattan,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
84135,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
84136,2,3,Astoria,45,3.0,Tea,Brewed herbal tea,Peppermint Lg,Tarde,Primavera
84137,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
84138,2,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,Tarde,Primavera
84139,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
84140,1,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,Tarde,Primavera
84141,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
84142,2,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
84143,1,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
84144,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tarde,Primavera
84145,1,8,Hell's Kitchen,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Tarde,Primavera
84146,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,Tarde,Primavera
84147,1,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
84148,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
84149,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,Tarde,Primavera
84150,1,8,Hell's Kitchen,22,2.0,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Tarde,Primavera
84151,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
84152,1,8,Hell's Kitchen,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Tarde,Primavera
84153,1,8,Hell's Kitchen,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
84154,1,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Tarde,Primavera
84155,1,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
84156,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
84157,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Primavera
84158,1,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,Tarde,Primavera
84159,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,Tarde,Primavera
84160,1,3,Astoria,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,Tarde,Primavera
84161,1,3,Astoria,79,3.75,Bakery,Scone,Jumbo Savory Scone,Tarde,Primavera
84162,1,8,Hell's Kitchen,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
84163,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Tarde,Primavera
84164,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,Tarde,Primavera
84165,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,Tarde,Primavera
84166,2,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tarde,Primavera
84167,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Tarde,Primavera
84168,2,8,Hell's Kitchen,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
84169,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Tarde,Primavera
84170,2,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
84171,1,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,Tarde,Primavera
84172,1,3,Astoria,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Tarde,Primavera
84173,1,3,Astoria,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,Tarde,Primavera
84174,1,3,Astoria,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Tarde,Primavera
84175,2,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
84176,2,3,Astoria,37,3.0,Coffee,Barista Espresso,Espresso shot,Tarde,Primavera
84177,1,8,Hell's Kitchen,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Tarde,Primavera
84178,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,Tarde,Primavera
84179,1,3,Astoria,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Tarde,Primavera
84180,2,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Tarde,Primavera
84181,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,Tarde,Primavera
84182,1,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Tarde,Primavera
84183,1,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,Tarde,Primavera
84184,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Tarde,Primavera
84185,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Tarde,Primavera
84186,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,Tarde,Primavera
84187,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
84188,1,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
84189,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,Tarde,Primavera
84190,2,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,Tarde,Primavera
84191,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,Tarde,Primavera
84192,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Tarde,Primavera
84193,1,3,Astoria,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Tarde,Primavera
84194,2,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Tarde,Primavera
